Número REDS;Qtde Ocorrências;Natureza Principal Completa;Ano Fato;Mês Fato Resumido;Mês Numérico Fato;Data Fato;Dia da Semana Fato;Horário Fato;Faixa 1 Hora Fato;Faixa 6 Horas Fato;Alvo;Causa Presumida;Desc Longa Meio Utilizado;Descrição Grupo Local Imediato;Descrição Local Imediato;Logradouro Ocorrência - Tipo;Bairro;Bairro Não Cadastrado;Bairro - FATO FINAL;Bairro - FATO FINAL - Municipio;Município;Município - Código;UF - Sigla;RISP ;RMBH 
2023-045435569-001;1;FURTO CONSUMADO;2023;SET;9;27/09/2023;QUARTA-FEIRA;22:31:51;De 22:00 as 22:59        ;De 18:00 as 23:59        ;Residência;VANTAGEM ECONOMICA;CONHECIMENTO TECNICO ESPECIFICO;RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;SAO GERALDO;;SAO GERALDO;SAO GERALDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2025-003448257-001;1;FURTO CONSUMADO;2025;JAN;1;23/01/2025;QUINTA-FEIRA;02:51:26;De 02:00 as 02:59        ;De 00:00 as 05:59        ;Residência;VANTAGEM ECONOMICA;MEIO DESCONHECIDO;RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;SAO GERALDO;;SAO GERALDO;SAO GERALDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-021837856-001;1;FURTO CONSUMADO;2024;MAI;5;10/05/2024;SEXTA-FEIRA;11:44:00;De 11:00 as 11:59        ;De 06:00 as 11:59        ;Transeunte;VANTAGEM ECONOMICA;MEIO DESCONHECIDO;VIA DE ACESSO;VIA DE ACESSO PUBLICA;RUA;CIDADE JARDIM;;CIDADE JARDIM;CIDADE JARDIM, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-016637009-001;1;FURTO CONSUMADO;2023;ABR;4;09/04/2023;DOMINGO;20:30:00;De 20:00 as 20:59;De 18:00 as 23:59;Outros;IGNORADO;MEIO DESCONHECIDO;EMBARCACAO AEREA / AQUATICA / TERRESTRE;AUTOMOVEL;AVENIDA;SAO JOAO;;SAO JOAO;SAO JOAO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-051207633-001;1;FURTO CONSUMADO;2024;NOV;11;14/11/2024;QUINTA-FEIRA;03:30:00;De 03:00 as 03:59        ;De 00:00 as 05:59        ;Outros;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;VIA DE ACESSO;VIA DE ACESSO PUBLICA;AVENIDA;SAO JOAO;;SAO JOAO;SAO JOAO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-040651267-001;1;FURTO CONSUMADO;2024;SET;9;09/09/2024;SEGUNDA-FEIRA;20:29:39;De 20:00 as 20:59        ;De 18:00 as 23:59        ;Residência;ENVOLVIMENTO COM DROGAS;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;SAO GERALDO;;SAO GERALDO;SAO GERALDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2025-010836830-001;1;FURTO CONSUMADO;2025;MAR;3;06/03/2025;QUINTA-FEIRA;03:00:00;De 03:00 as 03:59        ;De 00:00 as 05:59        ;Residência;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;RESIDENCIA UNIFAMILIAR URBANA;CASA;AVENIDA;JARDIM SAO FERNANDO;;JARDIM SAO FERNANDO;JARDIM SAO FERNANDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-029335894-001;1;FURTO CONSUMADO;2022;JUL;7;07/07/2022;QUINTA-FEIRA;14:30:00;De 14:00 as 14:59;De 12:00 as 17:59;Outros;IGNORADO;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);VIA DE ACESSO;VIA DE ACESSO PUBLICA;RUA;SAO JOAO;;SAO JOAO;SAO JOAO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-019699489-001;1;FURTO CONSUMADO;2024;ABR;4;30/04/2024;TERÇA-FEIRA;03:00:00;De 03:00 as 03:59        ;De 00:00 as 05:59        ;Residência;ENVOLVIMENTO COM DROGAS;ABUSO DE CONFIANCA;RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;SAO GERALDO;;SAO GERALDO;SAO GERALDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2025-010382866-001;1;FURTO CONSUMADO;2025;MAR;3;05/03/2025;QUARTA-FEIRA;08:18:04;De 08:00 as 08:59        ;De 06:00 as 11:59        ;Estabelecimento Comercial;VANTAGEM ECONOMICA;MEIO DESCONHECIDO;ESTABELECIMENTO COMERCIAL / SERVICOS;OUTROS - ESTABELECIMENTOS COMERCIAIS / SERVIC;RUA;SAO GERALDO;;SAO GERALDO;SAO GERALDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-001585560-001;1;FURTO CONSUMADO;2023;JAN;1;11/01/2023;QUARTA-FEIRA;09:51:43;De 09:00 as 09:59;De 06:00 as 11:59;Outros;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;VIA DE ACESSO;VIA DE ACESSO PUBLICA;AVENIDA;SAO GERALDO;;SAO GERALDO;SAO GERALDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2025-002963695-001;1;FURTO CONSUMADO;2025;JAN;1;17/01/2025;SEXTA-FEIRA;11:00:00;De 11:00 as 11:59        ;De 06:00 as 11:59        ;Residência;VANTAGEM ECONOMICA;ABUSO DE CONFIANCA;RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;SAO JOAO;;SAO JOAO;SAO JOAO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-040670207-001;1;FURTO CONSUMADO;2023;AGO;8;30/08/2023;QUARTA-FEIRA;01:30:00;De 01:00 as 01:59;De 00:00 as 05:59;Outros;OUTRAS MOTIVACOES/CAUSAS ;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);RESIDENCIA UNIFAMILIAR URBANA;OUTROS - RESIDENCIAS URBANAS;RUA;JARDIM YARA;;JARDIM YARA;JARDIM YARA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-011174563-001;1;FURTO CONSUMADO;2024;MAR;3;10/03/2024;DOMINGO;22:48:00;De 22:00 as 22:59        ;De 18:00 as 23:59        ;Estabelecimento Comercial;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;ESTABELECIMENTO COMERCIAL / SERVICOS;LOJA DIVERSA;RUA;SANTA ANGELINA;;SANTA ANGELINA;SANTA ANGELINA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-034790521-001;1;FURTO CONSUMADO;2022;AGO;8;11/08/2022;QUINTA-FEIRA;03:00:00;De 03:00 as 03:59;De 00:00 as 05:59;Residência;VANTAGEM ECONOMICA;CONHECIMENTO TECNICO ESPECIFICO;RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;JARDIM YARA;;JARDIM YARA;JARDIM YARA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-052346948-001;1;FURTO CONSUMADO;2022;NOV;11;30/11/2022;QUARTA-FEIRA;09:22:32;De 09:00 as 09:59;De 06:00 as 11:59;Residência;BRIGA / ATRITO;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;RESIDENCIAL JARDIM REDENTOR;;RESIDENCIAL JARDIM REDENTOR;RESIDENCIAL JARDIM REDENTOR, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-022847993-001;1;FURTO CONSUMADO;2024;MAI;5;19/05/2024;DOMINGO;14:49:01;De 14:00 as 14:59        ;De 12:00 as 17:59        ;Residência;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;RESIDENCIA UNIFAMILIAR URBANA;CASA;AVENIDA;SAO GERALDO;;SAO GERALDO;SAO GERALDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2025-002105424-001;1;FURTO CONSUMADO;2025;JAN;1;14/01/2025;TERÇA-FEIRA;19:28:33;De 19:00 as 19:59        ;De 18:00 as 23:59        ;Residência;VANTAGEM ECONOMICA;ESCALADA;RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;JARDIM YARA;;JARDIM YARA;JARDIM YARA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-002389626-001;1;FURTO CONSUMADO;2024;JAN;1;16/01/2024;TERÇA-FEIRA;11:21:10;De 11:00 as 11:59        ;De 06:00 as 11:59        ;Residência;VANTAGEM ECONOMICA;MEIO DESCONHECIDO;VIA DE ACESSO;VIA DE ACESSO PUBLICA;RUA;SANTA ADELIA;;SANTA ADELIA;SANTA ADELIA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-022367858-001;1;FURTO CONSUMADO;2023;MAI;5;07/05/2023;DOMINGO;16:00:00;De 16:00 as 16:59;De 12:00 as 17:59;Residência;VANTAGEM ECONOMICA;MEIO DESCONHECIDO;RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;CIDADE JARDIM;;CIDADE JARDIM;CIDADE JARDIM, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-042317621-001;1;FURTO CONSUMADO;2024;SET;9;20/09/2024;SEXTA-FEIRA;06:54:57;De 06:00 as 06:59        ;De 06:00 as 11:59        ;Outros;VANTAGEM ECONOMICA;EMPREGO DE CHAVE FALSA / MICHA / GAZUA;VIA DE ACESSO;VIA DE ACESSO PUBLICA;RUA;CIDADE JARDIM;;CIDADE JARDIM;CIDADE JARDIM, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-011300033-001;1;FURTO CONSUMADO;2022;MAR;3;13/03/2022;DOMINGO;23:00:00;De 23:00 as 23:59;De 18:00 as 23:59;Outros;ACAO DE GANGUES / FACCOES CRIMINOSAS;MEIO DESCONHECIDO;LOCAL / ESTABELECIMENTO DE LAZER / CULTURA /;BOATE / CASA DE SHOW / SIMILAR;AVENIDA;JARDIM SAO FERNANDO;;JARDIM SAO FERNANDO;JARDIM SAO FERNANDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-029493474-001;1;FURTO CONSUMADO;2022;JUL;7;09/07/2022;SÁBADO;02:00:00;De 02:00 as 02:59;De 00:00 as 05:59;Outros;IGNORADO;MEIO DESCONHECIDO;LOCAL / ESTABELECIMENTO DE LAZER / CULTURA /;BOATE / CASA DE SHOW / SIMILAR;AVENIDA;JARDIM SAO FERNANDO;;JARDIM SAO FERNANDO;JARDIM SAO FERNANDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-015353503-001;1;FURTO CONSUMADO;2023;MAR;3;31/03/2023;SEXTA-FEIRA;22:30:00;De 22:00 as 22:59;De 18:00 as 23:59;Outros;OUTRAS MOTIVACOES/CAUSAS ;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);LOCAL / ESTABELECIMENTO DE LAZER / CULTURA /;LOCAL DE EVENTO ESPORTIVO / ESTADIO / AUTODRO;AVENIDA;JARDIM SAO FERNANDO;;JARDIM SAO FERNANDO;JARDIM SAO FERNANDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-025392931-001;1;FURTO CONSUMADO;2023;MAI;5;12/05/2023;SEXTA-FEIRA;00:00:00;De 00:00 as 00:59;De 00:00 as 05:59;Outros;OUTRAS MOTIVACOES/CAUSAS ;MEIO DESCONHECIDO;LOCAL / ESTABELECIMENTO DE LAZER / CULTURA /;OUTROS - ESTABELECIMENTOS DE LAZER/ CULTURA /;AVENIDA;JARDIM SAO FERNANDO;;JARDIM SAO FERNANDO;JARDIM SAO FERNANDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-045904319-001;1;FURTO CONSUMADO;2023;SET;9;30/09/2023;SÁBADO;02:00:00;De 02:00 as 02:59        ;De 00:00 as 05:59        ;Outros;VANTAGEM ECONOMICA;MEIO DESCONHECIDO;LOCAL / ESTABELECIMENTO DE LAZER / CULTURA /;BOATE / CASA DE SHOW / SIMILAR;AVENIDA;JARDIM SAO FERNANDO;;JARDIM SAO FERNANDO;JARDIM SAO FERNANDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-031888060-001;1;FURTO CONSUMADO;2024;JUL;7;16/07/2024;TERÇA-FEIRA;11:29:00;De 11:00 as 11:59        ;De 06:00 as 11:59        ;Residência;VANTAGEM ECONOMICA;MEDIANTE FRAUDE;RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;JARDIM YARA;;JARDIM YARA;JARDIM YARA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-033952985-001;1;FURTO CONSUMADO;2023;JUL;7;20/07/2023;QUINTA-FEIRA;15:48:30;De 15:00 as 15:59;De 12:00 as 17:59;Outros;VANTAGEM ECONOMICA;MEIO DESCONHECIDO;INSTITUICAO PUBLICA;ORGAO/SECRETARIA MUNICIPAL;AVENIDA;SAO JOAO;;SAO JOAO;SAO JOAO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-020676368-001;1;FURTO CONSUMADO;2022;MAI;5;15/05/2022;DOMINGO;08:37:27;De 08:00 as 08:59;De 06:00 as 11:59;Estabelecimento Comercial;VANTAGEM ECONOMICA;ESCALADA;DEPOSITO;OUTROS - DEPOSITO EM GERAL;AVENIDA;SAO GERALDO;;SAO GERALDO;SAO GERALDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-023843180-001;1;FURTO CONSUMADO;2022;JUN;6;04/06/2022;SÁBADO;13:06:24;De 13:00 as 13:59;De 12:00 as 17:59;Residência;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO COM EXPLOSIVOS;RESIDENCIA UNIFAMILIAR URBANA;CASA;AVENIDA;SAO GERALDO;;SAO GERALDO;SAO GERALDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-000156343-001;1;FURTO CONSUMADO;2022;JAN;1;02/01/2022;DOMINGO;11:17:13;De 11:00 as 11:59;De 06:00 as 11:59;Residência;ENVOLVIMENTO COM DROGAS;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;SAO GERALDO;;SAO GERALDO;SAO GERALDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-042770540-001;1;FURTO CONSUMADO;2024;SET;9;23/09/2024;SEGUNDA-FEIRA;09:51:05;De 09:00 as 09:59        ;De 06:00 as 11:59        ;Transeunte;VANTAGEM ECONOMICA;ABUSO DE CONFIANCA;VIA DE ACESSO;VIA DE ACESSO PUBLICA;RUA;SAO JOAO;;SAO JOAO;SAO JOAO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-058587994-001;1;FURTO CONSUMADO;2023;DEZ;12;16/12/2023;SÁBADO;06:30:00;De 06:00 as 06:59        ;De 06:00 as 11:59        ;Outros;OUTRAS MOTIVACOES/CAUSAS ;MEIO DESCONHECIDO;ESTABELECIMENTO COMERCIAL / SERVICOS;OUTROS - ESTABELECIMENTOS COMERCIAIS / SERVIC;AVENIDA;SAO JOAO;;SAO JOAO;SAO JOAO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2025-008844523-001;1;FURTO CONSUMADO;2025;FEV;2;14/02/2025;SEXTA-FEIRA;23:00:00;De 23:00 as 23:59        ;De 18:00 as 23:59        ;Outros;IGNORADO;MEIO DESCONHECIDO;AREA / EDIFICACAO ESPECIAL;LOCAL EM CONSTRUCAO OU DEMOLICAO;RUA;INVÁLIDO;SANTA ANGELINA;SANTA ANGELINA;SANTA ANGELINA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-025115196-001;1;FURTO CONSUMADO;2023;MAI;5;28/05/2023;DOMINGO;17:45:29;De 17:00 as 17:59;De 12:00 as 17:59;Residência;VANTAGEM ECONOMICA;MEIO DESCONHECIDO;RESIDENCIA UNIFAMILIAR URBANA;CASA;AVENIDA;SAO GERALDO;;SAO GERALDO;SAO GERALDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-036206379-001;1;FURTO CONSUMADO;2023;AGO;8;03/08/2023;QUINTA-FEIRA;21:04:48;De 21:00 as 21:59;De 18:00 as 23:59;Transeunte;VANTAGEM ECONOMICA;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);VIA DE ACESSO;VIA DE ACESSO PUBLICA;AVENIDA;SAO JOAO;;SAO JOAO;SAO JOAO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-007335291-001;1;FURTO CONSUMADO;2024;FEV;2;16/02/2024;SEXTA-FEIRA;05:51:53;De 05:00 as 05:59        ;De 00:00 as 05:59        ;Transporte Coletivo;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;VIA DE ACESSO;VIA DE ACESSO PUBLICA;RUA;CIDADE JARDIM;;CIDADE JARDIM;CIDADE JARDIM, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-023652542-001;1;FURTO CONSUMADO;2024;MAI;5;23/05/2024;QUINTA-FEIRA;06:00:00;De 06:00 as 06:59        ;De 06:00 as 11:59        ;Residência;VANTAGEM ECONOMICA;MEDIANTE FRAUDE;RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;SAO JOAO;;SAO JOAO;SAO JOAO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2025-015526622-001;1;FURTO CONSUMADO;2025;ABR;4;04/04/2025;SEXTA-FEIRA;12:09:12;De 12:00 as 12:59        ;De 12:00 as 17:59        ;Residência;VANTAGEM ECONOMICA;MEDIANTE FRAUDE;RESIDENCIA UNIFAMILIAR URBANA;CASA;AVENIDA;SAO JOAO;;SAO JOAO;SAO JOAO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-053525996-001;1;FURTO CONSUMADO;2022;DEZ;12;07/12/2022;QUARTA-FEIRA;18:37:53;De 18:00 as 18:59;De 18:00 as 23:59;Estabelecimento Comercial;VANTAGEM ECONOMICA;ABUSO DE CONFIANCA;ESTABELECIMENTO COMERCIAL / SERVICOS;OFICINA ELETRICA / LANTERNAGEM / MECANICA;RODOVIA;JARDIM SAO FERNANDO;;JARDIM SAO FERNANDO;JARDIM SAO FERNANDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-031689388-001;1;FURTO CONSUMADO;2023;JUL;7;07/07/2023;SEXTA-FEIRA;08:14:34;De 08:00 as 08:59;De 06:00 as 11:59;Estabelecimento Comercial;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;DEPOSITO;OUTROS - DEPOSITO EM GERAL;RODOVIA;JARDIM SAO FERNANDO;;JARDIM SAO FERNANDO;JARDIM SAO FERNANDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-027635817-001;1;FURTO CONSUMADO;2023;JUN;6;13/06/2023;TERÇA-FEIRA;04:05:00;De 04:00 as 04:59;De 00:00 as 05:59;Outros;VANTAGEM ECONOMICA;CONHECIMENTO TECNICO ESPECIFICO;VIA DE ACESSO;VIA DE ACESSO PUBLICA;AVENIDA;JARDIM YARA;;JARDIM YARA;JARDIM YARA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2025-019691244-001;1;FURTO CONSUMADO;2025;ABR;4;28/04/2025;SEGUNDA-FEIRA;06:00:00;De 06:00 as 06:59        ;De 06:00 as 11:59        ;Outros;IGNORADO;ABUSO DE CONFIANCA;AREA / EDIFICACAO ESPECIAL;LOCAL EM CONSTRUCAO OU DEMOLICAO;RUA;SANTA ADELIA;;SANTA ADELIA;SANTA ADELIA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-024362380-001;1;FURTO CONSUMADO;2023;MAI;5;24/05/2023;QUARTA-FEIRA;01:37:29;De 01:00 as 01:59;De 00:00 as 05:59;Estabelecimento Comercial;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;ESTABELECIMENTO COMERCIAL / SERVICOS;POSTO DE COMBUSTIVEL;AVENIDA;JARDIM YARA;;JARDIM YARA;JARDIM YARA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-037882131-001;1;FURTO CONSUMADO;2024;AGO;8;23/08/2024;SEXTA-FEIRA;10:31:40;De 10:00 as 10:59        ;De 06:00 as 11:59        ;Transeunte;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;VIA DE ACESSO;VIA DE ACESSO PUBLICA;AVENIDA;JARDIM YARA;;JARDIM YARA;JARDIM YARA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-044169097-001;1;FURTO CONSUMADO;2024;OUT;10;01/10/2024;TERÇA-FEIRA;16:43:00;De 16:00 as 16:59        ;De 12:00 as 17:59        ;Estabelecimento Comercial;VANTAGEM ECONOMICA;ABUSO DE CONFIANCA;ESTABELECIMENTO COMERCIAL / SERVICOS;POSTO DE COMBUSTIVEL;AVENIDA;JARDIM YARA;;JARDIM YARA;JARDIM YARA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-024374763-001;1;FURTO CONSUMADO;2022;JUN;6;04/06/2022;SÁBADO;21:55:00;De 21:00 as 21:59;De 18:00 as 23:59;Outros;OUTRAS MOTIVACOES/CAUSAS ;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);INSTITUICAO PUBLICA;OUTROS - INSTITUICOES PUBLICAS;RUA;JARDIM BRASIL II;;JARDIM BRASIL II;JARDIM BRASIL II, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-017276562-001;1;FURTO CONSUMADO;2023;ABR;4;13/04/2023;QUINTA-FEIRA;07:00:00;De 07:00 as 07:59;De 06:00 as 11:59;Residência;ENVOLVIMENTO COM DROGAS;ABUSO DE CONFIANCA;RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;INVÁLIDO;JARDIM REDENTOR;JARDIM REDENTOR;JARDIM REDENTOR, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-014228497-001;1;FURTO CONSUMADO;2022;ABR;4;04/04/2022;SEGUNDA-FEIRA;09:14:34;De 09:00 as 09:59;De 06:00 as 11:59;Estabelecimento Comercial;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;ESTABELECIMENTO COMERCIAL / SERVICOS;OUTROS - ESTABELECIMENTOS COMERCIAIS / SERVIC;RODOVIA;JARDIM SAO FERNANDO;;JARDIM SAO FERNANDO;JARDIM SAO FERNANDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-025180072-001;1;FURTO CONSUMADO;2024;JUN;6;03/06/2024;SEGUNDA-FEIRA;18:29:50;De 18:00 as 18:59        ;De 18:00 as 23:59        ;Residência;BRIGA / ATRITO;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;SAO JOAO;;SAO JOAO;SAO JOAO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2023-025212578-001;1;FURTO CONSUMADO;2023;MAI;5;29/05/2023;SEGUNDA-FEIRA;10:39:45;De 10:00 as 10:59;De 06:00 as 11:59;Residência;VANTAGEM ECONOMICA;ARROMBAMENTO / ROMPIMENTO DE OBSTACULO;RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;SAO GERALDO;;SAO GERALDO;SAO GERALDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-037725017-001;1;FURTO CONSUMADO;2024;AGO;8;22/08/2024;QUINTA-FEIRA;13:50:42;De 13:00 as 13:59        ;De 12:00 as 17:59        ;Residência;IGNORADO;MEIO DESCONHECIDO;VIA DE ACESSO;VIA DE ACESSO PUBLICA;RUA;SAO GERALDO;;SAO GERALDO;SAO GERALDO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-018566221-001;1;FURTO CONSUMADO;2022;MAI;5;02/05/2022;SEGUNDA-FEIRA;06:00:00;De 06:00 as 06:59;De 06:00 as 11:59;Residência;ENVOLVIMENTO COM DROGAS;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;SAO JOAO;;SAO JOAO;SAO JOAO, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-052228179-001;1;FURTO CONSUMADO;2024;NOV;11;19/11/2024;TERÇA-FEIRA;11:30:00;De 11:00 as 11:59        ;De 06:00 as 11:59        ;Residência;VANTAGEM ECONOMICA;ABUSO DE CONFIANCA;RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;INVÁLIDO;JARDIM YARA;JARDIM YARA;JARDIM YARA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-054756580-001;1;FURTO CONSUMADO;2022;DEZ;12;15/12/2022;QUINTA-FEIRA;16:10:30;De 16:00 as 16:59;De 12:00 as 17:59;Residência;IGNORADO;MEIO DESCONHECIDO;RESIDENCIA UNIFAMILIAR URBANA;CASA;RUA;JARDIM YARA;;JARDIM YARA;JARDIM YARA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2022-045009461-001;1;FURTO CONSUMADO;2022;OUT;10;13/10/2022;QUINTA-FEIRA;14:55:16;De 14:00 as 14:59;De 12:00 as 17:59;Transeunte;VANTAGEM ECONOMICA;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);VIA DE ACESSO;VIA DE ACESSO PUBLICA;RUA;JARDIM YARA;;JARDIM YARA;JARDIM YARA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-053599090-001;1;FURTO CONSUMADO;2024;NOV;11;11/11/2024;SEGUNDA-FEIRA;22:50:00;De 22:00 as 22:59        ;De 18:00 as 23:59        ;Outros;IGNORADO;MEIO DESCONHECIDO;ESTABELECIMENTO INDUSTRIAL / PRODUCAO / EXTRA;OUTROS - ESTABELECIMENTO INDUSTRIAL / PRODUCA;AVENIDA;JARDIM YARA;;JARDIM YARA;JARDIM YARA, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
2024-049101902-001;1;FURTO CONSUMADO;2024;OUT;10;28/10/2024;SEGUNDA-FEIRA;21:30:00;De 21:00 as 21:59        ;De 18:00 as 23:59        ;Outros;VANTAGEM ECONOMICA;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);INSTITUICAO PUBLICA;ORGAO/SECRETARIA MUNICIPAL;RUA;INVÁLIDO;VISTA ALEGRE;VISTA ALEGRE;VISTA ALEGRE, POUSO ALEGRE;POUSO ALEGRE;315250;MG;17;3) Interior de MG
